instance_id,mechanism_class,conflict,recoverable,habitat_cell
n2_s014_d1,MNAR_self,1,0,0
n2_s013_d1,MNAR_self,1,1,1
n2_s017_d0,MNAR_other,1,1,1
n2_s013_d0,MNAR_self,1,1,1
n2_s019_d0,MNAR_self,1,1,1
n2_s019_d0,MNAR_self,1,0,0
n2_s017_d1,MNAR_other,1,1,1
n2_s019_d1,MNAR_self,1,1,1
n2_s019_d1,MNAR_self,1,0,0
n2_s018_d0,MNAR_self,1,1,1
n2_s018_d1,MNAR_self,1,1,1
n2_s020_d0,MNAR_self,1,1,1
n2_s020_d1,MNAR_self,1,1,1
n2_s023_d1,MNAR_self,1,0,0
n2_s023_d0,MNAR_self,1,0,0
n2_s024_d0,MNAR_other,1,1,1
n2_s024_d1,MNAR_other,1,1,1
n2_s028_d0,MNAR_self,1,0,0
n2_s028_d0,MNAR_self,1,1,1
n2_s028_d1,MNAR_self,1,0,0
n2_s028_d1,MNAR_self,1,1,1
n2_s027_d0,MNAR_self,1,0,0
n2_s027_d1,MNAR_self,1,0,0
n2_s030_d1,MNAR_self,1,0,0
n2_s029_d0,MNAR_self,1,0,0
n2_s030_d0,MNAR_self,1,0,0
n2_s029_d1,MNAR_self,1,0,0
n2_s031_d0,MNAR_self,1,0,0
n2_s031_d0,MNAR_self,1,0,0
n2_s031_d1,MNAR_self,1,0,0
n2_s031_d1,MNAR_self,1,0,0
n3_s00004_d0,MNAR_self,0,1,0
n3_s00004_d0,MNAR_self,0,1,0
n3_s00005_d0,MNAR_self,1,1,1
n3_s00005_d0,MNAR_self,1,1,1
n3_s00006_d0,MNAR_self,1,1,1
n3_s00006_d0,MNAR_self,1,1,1
n3_s00014_d0,MNAR_self,1,1,1
n3_s00014_d0,MNAR_self,1,1,1
n3_s00007_d0,MNAR_self,1,1,1
n3_s00007_d0,MNAR_self,1,1,1
n3_s00002_d0,MNAR_other,1,1,1
n3_s00002_d0,MNAR_other,1,1,1
n3_s00003_d0,MNAR_other,1,1,1
n3_s00003_d0,MNAR_other,1,1,1
n3_s00009_d0,MNAR_other,1,1,1
n3_s00009_d0,MNAR_other,1,1,1
n3_s00038_d0,MNAR_self,1,1,1
n3_s00038_d0,MNAR_self,1,1,1
n3_s00030_d0,MNAR_self,1,1,1
n3_s00043_d0,MNAR_other,1,1,1
n3_s00043_d0,MNAR_other,1,1,1
n3_s00031_d0,MNAR_self,1,1,1
n3_s00058_d0,MNAR_self,1,1,1
n3_s00044_d0,MNAR_self,1,1,1
n3_s00044_d0,MNAR_self,1,1,1
n3_s00024_d0,MNAR_self,1,1,1
n3_s00024_d0,MNAR_self,1,0,0
n3_s00017_d0,MNAR_self,1,1,1
n3_s00017_d0,MNAR_self,1,0,0
n3_s00025_d0,MNAR_self,1,1,1
n3_s00025_d0,MNAR_self,1,0,0
n3_s00018_d0,MNAR_self,1,1,1
n3_s00069_d0,MNAR_self,1,1,1
n3_s00019_d0,MNAR_self,1,1,1
n3_s00070_d0,MNAR_self,1,0,0
n3_s00070_d0,MNAR_self,1,1,1
n3_s00067_d0,MNAR_self,1,1,1
n3_s00080_d0,MNAR_self,0,0,0
n3_s00080_d0,MNAR_self,0,0,0
n3_s00077_d0,MNAR_self,1,1,1
n3_s00071_d0,MNAR_self,1,1,1
n3_s00086_d0,MNAR_self,1,0,0
n3_s00072_d0,MNAR_self,1,1,1
n3_s00097_d0,MNAR_self,1,1,1
n3_s00093_d0,MNAR_self,1,0,0
n3_s00098_d0,MNAR_self,1,0,0
n3_s00098_d0,MNAR_self,1,1,1
n3_s00102_d0,MNAR_self,1,0,0
n3_s00102_d0,MNAR_self,1,1,1
n3_s00114_d0,MNAR_self,1,0,0
n3_s00121_d0,MNAR_self,1,0,0
n3_s00109_d0,MNAR_self,1,1,1
n3_s00117_d0,MNAR_self,1,0,0
n3_s00132_d0,MNAR_self,1,1,1
n3_s00132_d0,MNAR_self,1,1,1
n3_s00131_d0,MNAR_other,1,1,1
n3_s00131_d0,MNAR_other,1,1,1
n3_s00136_d0,MNAR_other,1,1,1
n3_s00136_d0,MNAR_other,1,1,1
n3_s00140_d0,MNAR_self,1,1,1
n3_s00140_d0,MNAR_self,1,1,1
n3_s00137_d0,MNAR_other,1,1,1
n3_s00137_d0,MNAR_other,1,1,1
n3_s00141_d0,MNAR_self,1,1,1
n3_s00141_d0,MNAR_self,1,1,1
n3_s00138_d0,MNAR_other,1,1,1
n3_s00138_d0,MNAR_other,1,1,1
n3_s00142_d0,MNAR_self,1,1,1
n3_s00142_d0,MNAR_self,1,1,1
n3_s00146_d0,MNAR_self,1,1,1
n3_s00150_d0,MNAR_self,1,1,1
n3_s00151_d0,MNAR_self,1,1,1
n3_s00160_d0,MNAR_other,1,1,1
n3_s00160_d0,MNAR_other,1,1,1
n3_s00144_d0,MNAR_self,1,1,1
n3_s00172_d0,MNAR_self,1,1,1
n3_s00172_d0,MNAR_self,1,1,1
n3_s00157_d0,MNAR_self,1,1,1
n3_s00173_d0,MNAR_self,1,1,1
n3_s00173_d0,MNAR_self,1,1,1
n3_s00176_d0,MNAR_self,1,1,1
n3_s00185_d0,MNAR_self,1,1,1
n3_s00188_d0,MNAR_self,1,1,1
n3_s00181_d0,MNAR_self,1,1,1
n3_s00193_d0,MNAR_self,1,1,1
n3_s00195_d0,MNAR_self,1,1,1
n3_s00197_d0,MNAR_self,1,1,1
n3_s00203_d0,MNAR_self,1,1,1
n3_s00216_d0,MNAR_self,1,0,0
n3_s00216_d0,MNAR_self,1,0,0
n3_s00191_d0,MNAR_self,1,1,1
n3_s00220_d0,MNAR_self,1,0,0
n3_s00220_d0,MNAR_self,1,0,0
n3_s00228_d0,MNAR_self,1,0,0
n3_s00228_d0,MNAR_self,1,1,1
n3_s00232_d0,MNAR_self,1,1,1
n3_s00233_d0,MNAR_self,1,1,1
n3_s00234_d0,MNAR_self,1,1,1
n3_s00256_d0,MNAR_other,1,1,1
n3_s00256_d0,MNAR_other,1,1,1
n3_s00257_d0,MNAR_other,1,1,1
n3_s00257_d0,MNAR_other,1,1,1
n3_s00258_d0,MNAR_other,1,1,1
n3_s00258_d0,MNAR_other,1,1,1
n3_s00264_d0,MNAR_other,1,1,1
n3_s00264_d0,MNAR_other,1,1,1
n3_s00272_d0,MNAR_self,1,1,1
n3_s00272_d0,MNAR_self,1,0,0
n3_s00266_d0,MNAR_other,1,1,1
n3_s00266_d0,MNAR_other,1,1,1
n3_s00265_d0,MNAR_other,1,1,1
n3_s00265_d0,MNAR_other,1,1,1
n3_s00280_d0,MNAR_self,1,1,1
n3_s00280_d0,MNAR_self,1,0,0
n3_s00274_d0,MNAR_self,1,1,1
n3_s00278_d0,MNAR_self,1,1,1
n3_s00284_d0,MNAR_self,1,1,1
n3_s00284_d0,MNAR_self,1,0,0
n3_s00285_d0,MNAR_self,1,1,1
n3_s00285_d0,MNAR_self,1,0,0
n3_s00288_d0,MNAR_other,1,1,1
n3_s00288_d0,MNAR_other,1,1,1
n3_s00291_d0,MNAR_other,1,1,1
n3_s00291_d0,MNAR_other,1,1,1
n3_s00282_d0,MNAR_self,1,1,1
n3_s00286_d0,MNAR_self,1,1,1
n3_s00299_d0,MNAR_other,1,1,1
n3_s00299_d0,MNAR_other,1,1,1
n3_s00292_d0,MNAR_self,1,1,1
n3_s00292_d0,MNAR_self,1,1,1
n3_s00294_d0,MNAR_self,1,1,1
n3_s00294_d0,MNAR_self,1,1,1
n3_s00304_d0,MNAR_self,1,1,1
n3_s00304_d0,MNAR_self,1,0,0
n3_s00300_d0,MNAR_self,1,1,1
n3_s00300_d0,MNAR_self,1,1,1
n3_s00301_d0,MNAR_self,1,1,1
n3_s00301_d0,MNAR_self,1,1,1
n3_s00312_d0,MNAR_self,1,1,1
n3_s00312_d0,MNAR_self,1,0,0
n3_s00326_d0,MNAR_self,1,0,0
n3_s00326_d0,MNAR_self,1,1,1
n3_s00328_d0,MNAR_self,1,1,1
n3_s00311_d0,MNAR_self,1,1,1
n3_s00329_d0,MNAR_self,1,1,1
n3_s00319_d0,MNAR_self,1,1,1
n3_s00330_d0,MNAR_self,1,1,1
n3_s00335_d0,MNAR_self,1,1,1
n3_s00342_d0,MNAR_self,1,0,0
n3_s00333_d0,MNAR_self,1,1,1
n3_s00344_d0,MNAR_self,1,0,0
n3_s00374_d0,MNAR_self,1,0,0
n3_s00400_d0,MNAR_self,1,1,1
n3_s00414_d0,MNAR_self,1,1,1
n3_s00453_d0,MNAR_self,1,1,1
n3_s00528_d0,MNAR_self,0,1,0
n3_s00528_d0,MNAR_self,0,0,0
n3_s00548_d0,MNAR_self,1,1,1
n3_s00548_d0,MNAR_self,1,1,1
n3_s00576_d0,MNAR_self,1,1,1
n3_s00589_d0,MNAR_self,1,1,1
n3_s00609_d0,MNAR_self,1,1,1
n3_s00629_d0,MNAR_self,1,0,0
n3_s00649_d0,MNAR_other,1,1,1
n3_s00649_d0,MNAR_other,1,1,1
n3_s00665_d0,MNAR_self,1,1,1
n3_s00678_d0,MNAR_self,1,1,1
n3_s00678_d0,MNAR_self,1,1,1
n3_s00688_d0,MNAR_self,1,1,1
n3_s00713_d0,MNAR_self,1,1,1
n3_s00785_d0,MNAR_self,1,0,0
n3_s00815_d0,MNAR_self,1,1,1
n3_s00838_d0,MNAR_self,1,0,0
n3_s00838_d0,MNAR_self,1,1,1
n3_s00889_d0,MNAR_self,1,0,0
n3_s00906_d0,MNAR_other,1,1,1
n3_s00963_d0,MNAR_self,1,1,1
n3_s01002_d0,MNAR_self,1,1,1
n3_s01040_d0,MNAR_self,1,1,1
n3_s01074_d0,MNAR_self,1,1,1
n3_s01097_d0,MNAR_self,1,1,1
n3_s01144_d0,MNAR_self,1,0,0
n3_s01159_d0,MNAR_self,1,1,1
n3_s01159_d0,MNAR_self,1,1,1
n3_s01183_d0,MNAR_self,1,1,1
n3_s01210_d0,MNAR_self,1,1,1
n3_s01232_d0,MNAR_self,1,0,0
n3_s01291_d0,MNAR_other,1,1,1
n3_s01291_d0,MNAR_other,1,1,1
n3_s01320_d0,MNAR_other,1,1,1
n3_s01354_d0,MNAR_self,1,1,1
n3_s01416_d0,MNAR_other,1,1,1
n3_s01416_d0,MNAR_other,1,1,1
n3_s01438_d0,MNAR_self,1,1,1
n3_s01455_d0,MNAR_self,1,1,1
n3_s01476_d0,MNAR_self,1,0,0
n3_s01476_d0,MNAR_self,1,1,1
n3_s01536_d0,MCAR,0,1,0
n3_s01536_d0,MCAR,0,1,0
n3_s01563_d0,MNAR_self,1,1,1
n3_s01579_d0,MNAR_other,1,1,1
n3_s01604_d0,MNAR_self,1,1,1
n3_s01669_d0,MNAR_self,1,1,1
n3_s01669_d0,MNAR_self,1,1,1
n3_s01689_d0,MNAR_self,1,1,1
n3_s01728_d0,MNAR_self,1,1,1
n3_s01857_d0,MNAR_self,1,1,1
n3_s01916_d0,MNAR_self,1,0,0
n3_s01990_d0,MNAR_self,1,0,0
n3_s01990_d0,MNAR_self,1,1,1
n3_s02050_d0,MNAR_other,1,1,1
n3_s02050_d0,MNAR_other,1,1,1
n3_s02075_d0,MNAR_self,1,1,1
n3_s02096_d0,MNAR_self,1,1,1
n3_s02118_d0,MNAR_self,1,1,1
n3_s02151_d0,MNAR_self,1,1,1
n3_s02177_d0,MNAR_other,1,1,1
n3_s02215_d0,MNAR_self,1,1,1
n3_s02292_d0,MNAR_self,1,0,0
n3_s02310_d0,MNAR_self,1,1,1
n3_s02310_d0,MNAR_self,1,1,1
n3_s02339_d0,MNAR_other,1,1,1
n3_s02339_d0,MNAR_other,1,1,1
n3_s02369_d0,MNAR_self,1,1,1
n3_s02529_d0,MNAR_self,1,1,1
n3_s02550_d0,MNAR_self,1,0,0
n3_s02573_d0,MNAR_self,1,1,1
n3_s02588_d0,MNAR_self,1,1,1
n3_s02588_d0,MNAR_self,1,0,0
n3_s02616_d0,MNAR_self,1,1,1
n3_s02616_d0,MNAR_self,1,0,0
n3_s02755_d0,MNAR_self,1,1,1
n3_s02884_d0,MNAR_self,1,1,1
n3_s03010_d0,MNAR_self,1,0,0
n3_s03010_d0,MNAR_self,1,1,1
n3_s03062_d0,MNAR_self,1,0,0
n3_s03088_d0,MNAR_self,1,1,1
n3_s03109_d0,MNAR_self,1,1,1
n3_s03143_d0,MNAR_self,1,1,1
n3_s03199_d0,MNAR_self,1,0,0
n3_s03265_d0,MNAR_self,1,1,1
n3_s03397_d0,MNAR_self,1,1,1
n3_s03572_d0,MNAR_self,1,0,0
n3_s03597_d0,MNAR_self,1,1,1
n3_s03630_d0,MNAR_self,1,1,1
n3_s03649_d0,MNAR_self,1,1,1
n3_s03768_d0,MNAR_self,1,0,0
n3_s03901_d0,MNAR_self,1,0,0
n3_s03971_d0,MNAR_other,1,1,1
n3_s04028_d0,MNAR_self,1,0,0
n3_s04080_d0,MNAR_self,1,0,0
named_mediated_mnar_d1,MNAR_self,1,0,0
named_self_censor_v1_d0,MNAR_self,0,0,0
named_self_censor_v1_d0,MNAR_self,0,1,0
n4_r0012_d0,MNAR_self,1,1,1
n4_r0012_d0,MNAR_self,1,1,1
n4_r0020_d0,MNAR_self,1,1,1
n4_r0084_d0,MNAR_other,1,1,1
n4_r0100_d0,MNAR_other,1,1,1
n4_r0100_d0,MNAR_other,1,1,1
n4_r0108_d0,MNAR_self,1,1,1
n4_r0132_d0,MNAR_self,1,0,0
n4_r0148_d0,MNAR_self,1,1,1
n4_r0172_d0,MNAR_self,1,0,0
n4_r0188_d0,MNAR_self,1,1,1
n3_s00401_d0,MNAR_self,1,1,1
n3_s00418_d0,MNAR_other,1,1,1
n3_s00418_d0,MNAR_other,1,1,1
n3_s00454_d0,MNAR_self,1,0,0
n3_s00454_d0,MNAR_self,1,1,1
n3_s00500_d0,MNAR_self,1,0,0
n3_s00529_d0,MNAR_self,1,1,1
n3_s00529_d0,MNAR_self,1,0,0
n3_s00549_d0,MNAR_self,1,1,1
n3_s00549_d0,MNAR_self,1,1,1
n3_s00577_d0,MNAR_self,1,1,1
n3_s00591_d0,MNAR_self,1,1,1
n3_s00611_d0,MNAR_self,1,1,1
n3_s00651_d0,MNAR_other,1,1,1
n3_s00651_d0,MNAR_other,1,1,1
n3_s00666_d0,MNAR_self,1,1,1
n3_s00679_d0,MNAR_self,1,1,1
n3_s00679_d0,MNAR_self,1,1,1
n3_s00692_d0,MNAR_self,1,1,1
n3_s00714_d0,MNAR_self,1,1,1
n3_s00843_d0,MNAR_self,1,1,1
n3_s00867_d0,MNAR_self,1,1,1
n3_s00908_d0,MNAR_self,1,1,1
n3_s00964_d0,MNAR_self,1,0,0
n3_s00964_d0,MNAR_self,1,1,1
n3_s01003_d0,MNAR_self,1,1,1
n3_s01044_d0,MNAR_self,1,1,1
n3_s01075_d0,MNAR_self,1,1,1
n3_s01099_d0,MNAR_self,1,1,1
n3_s01165_d0,MNAR_self,1,1,1
n3_s01165_d0,MNAR_self,1,1,1
n3_s01193_d0,MNAR_other,1,1,1
n3_s01212_d0,MNAR_self,1,1,1
n3_s01294_d0,MNAR_self,1,1,1
n3_s01294_d0,MNAR_self,1,1,1
n3_s01326_d0,MNAR_self,1,1,1
n3_s01357_d0,MNAR_self,1,1,1
n3_s01398_d0,MNAR_self,1,0,0
n3_s01417_d0,MNAR_other,1,1,1
n3_s01417_d0,MNAR_other,1,1,1
n3_s01439_d0,MNAR_self,1,1,1
n3_s01458_d0,MNAR_self,1,1,1
n3_s01479_d0,MNAR_self,1,0,0
n3_s01479_d0,MNAR_self,1,1,1
n3_s01537_d0,MNAR_other,1,1,1
n3_s01537_d0,MNAR_other,1,1,1
n3_s01568_d0,MNAR_other,1,1,1
n3_s01581_d0,MNAR_self,1,1,1
n3_s01607_d0,MNAR_self,1,1,1
n3_s01670_d0,MNAR_self,1,1,1
n3_s01670_d0,MNAR_self,1,1,1
n3_s01696_d0,MNAR_other,1,1,1
n3_s01729_d0,MNAR_self,1,1,1
n3_s01858_d0,MNAR_self,1,1,1
n3_s01920_d0,MNAR_other,1,1,1
n3_s01994_d0,MNAR_self,1,1,1
n3_s02020_d0,MNAR_self,1,0,0
n3_s02051_d0,MNAR_other,1,1,1
n3_s02051_d0,MNAR_other,1,1,1
n3_s02078_d0,MNAR_self,1,1,1
n3_s02100_d0,MNAR_self,1,1,1
n3_s02178_d0,MNAR_other,1,1,1
n3_s02311_d0,MNAR_self,1,1,1
n3_s02311_d0,MNAR_self,1,1,1
n3_s02343_d0,MNAR_self,1,1,1
n3_s02343_d0,MNAR_self,1,1,1
n3_s02374_d0,MNAR_self,1,1,1
n3_s02393_d0,MNAR_self,1,0,0
n3_s02514_d0,MNAR_self,1,0,0
n3_s02531_d0,MNAR_self,1,1,1
n3_s02576_d0,MNAR_self,1,1,1
n3_s02589_d0,MNAR_self,1,1,1
n3_s02589_d0,MNAR_self,1,0,0
n3_s02620_d0,MNAR_self,1,1,1
n3_s02620_d0,MNAR_self,1,0,0
n3_s02756_d0,MNAR_self,1,1,1
n3_s02815_d0,MNAR_self,1,0,0
n3_s02815_d0,MNAR_self,1,0,0
n3_s02886_d0,MNAR_self,1,1,1
n3_s03012_d0,MNAR_self,1,0,0
n3_s03012_d0,MNAR_self,1,1,1
n3_s03031_d0,MNAR_self,1,0,0
n3_s03091_d0,MNAR_self,1,1,1
n3_s03115_d0,MNAR_other,1,1,1
n3_s03205_d0,MNAR_self,1,1,1
n3_s03270_d0,MNAR_self,1,0,0
n3_s03270_d0,MNAR_self,1,1,1
n3_s03398_d0,MNAR_self,1,1,1
n3_s03452_d0,MNAR_self,1,0,0
n3_s03552_d0,MNAR_self,1,0,0
n3_s03600_d0,MNAR_self,1,1,1
n3_s03631_d0,MNAR_self,1,1,1
n3_s03631_d0,MNAR_self,1,0,0
n3_s03902_d0,MNAR_self,1,0,0
n3_s03991_d0,MNAR_self,1,0,0
n3_s04029_d0,MNAR_self,1,0,0
n3_s04029_d0,MNAR_self,1,0,0
n3_s04044_d0,MNAR_self,1,0,0
n3_s04062_d0,MNAR_self,1,0,0
n3_s04062_d0,MNAR_self,1,0,0
n3_s04084_d0,MNAR_self,1,0,0
named_mar_textbook_d0,MNAR_other,1,1,1
named_mediated_mnar_d2,MNAR_self,1,0,0
named_self_censor_v1_d1,MNAR_self,0,0,0
named_self_censor_v1_d1,MNAR_self,0,1,0
named_three_var_mixed_d0,MNAR_self,1,1,1
n4_r0005_d0,MNAR_self,1,1,1
n4_r0013_d0,MNAR_self,1,1,1
n4_r0069_d0,MNAR_self,1,1,1
n4_r0077_d0,MNAR_self,1,1,1
n4_r0101_d0,MNAR_self,1,0,0
n4_r0117_d0,MNAR_self,1,1,1
n4_r0133_d0,MNAR_self,1,1,1
n4_r0149_d0,MNAR_self,1,1,1
n4_r0157_d0,MNAR_self,1,0,0
n4_r0197_d0,MNAR_self,1,1,1
n3_s00376_d0,MNAR_self,1,0,0
n3_s00404_d0,MNAR_self,1,1,1
n3_s00421_d0,MNAR_self,1,1,1
n3_s00421_d0,MNAR_self,1,1,1
n3_s00455_d0,MNAR_self,1,0,0
n3_s00455_d0,MNAR_self,1,1,1
n3_s00487_d0,MNAR_self,1,1,1
n3_s00502_d0,MNAR_self,1,0,0
n3_s00533_d0,MNAR_self,1,1,1
n3_s00533_d0,MNAR_self,1,0,0
n3_s00552_d0,MNAR_other,1,1,1
n3_s00552_d0,MNAR_other,1,1,1
n3_s00581_d0,MNAR_self,1,1,1
n3_s00592_d0,MNAR_self,1,0,0
n3_s00612_d0,MNAR_self,1,1,1
n3_s00653_d0,MNAR_self,1,1,1
n3_s00653_d0,MNAR_self,1,1,1
n3_s00667_d0,MNAR_self,1,1,1
n3_s00680_d0,MNAR_other,1,1,1
n3_s00680_d0,MNAR_other,1,1,1
n3_s00694_d0,MNAR_self,1,1,1
n3_s00716_d0,MNAR_self,1,1,1
n3_s00739_d0,MNAR_self,1,1,1
n3_s00791_d0,MNAR_self,1,0,0
n3_s00848_d0,MNAR_self,1,0,0
n3_s00848_d0,MNAR_self,1,0,0
n3_s00871_d0,MNAR_self,1,1,1
n3_s00892_d0,MNAR_self,1,0,0
n3_s00969_d0,MNAR_self,1,1,1
n3_s01007_d0,MNAR_self,1,1,1
n3_s01024_d0,MCAR,0,1,0
n3_s01024_d0,MCAR,0,1,0
n3_s01048_d0,MNAR_self,1,1,1
n3_s01076_d0,MNAR_self,1,1,1
n3_s01076_d0,MNAR_self,1,0,0
n3_s01102_d0,MNAR_self,1,1,1
n3_s01148_d0,MNAR_self,1,0,0
n3_s01166_d0,MNAR_self,1,1,1
n3_s01166_d0,MNAR_self,1,1,1
n3_s01199_d0,MNAR_self,1,1,1
n3_s01215_d0,MNAR_self,1,1,1
n3_s01234_d0,MNAR_self,1,0,0
n3_s01295_d0,MNAR_self,1,1,1
n3_s01295_d0,MNAR_self,1,1,1
n3_s01330_d0,MNAR_self,1,1,1
n3_s01358_d0,MNAR_self,1,1,1
n3_s01376_d0,MNAR_self,1,0,0
n3_s01420_d0,MNAR_self,1,1,1
n3_s01420_d0,MNAR_self,1,1,1
n3_s01441_d0,MNAR_other,1,1,1
n3_s01459_d0,MNAR_self,1,1,1
n3_s01480_d0,MNAR_self,1,1,1
n3_s01520_d0,MNAR_self,1,0,0
n3_s01541_d0,MNAR_self,1,1,1
n3_s01541_d0,MNAR_self,1,1,1
n3_s01569_d0,MNAR_other,1,1,1
n3_s01583_d0,MNAR_self,1,1,1
n3_s01583_d0,MNAR_self,1,0,0
n3_s01615_d0,MNAR_self,1,1,1
n3_s01673_d0,MNAR_other,1,1,1
n3_s01673_d0,MNAR_other,1,1,1
n3_s01705_d0,MNAR_other,1,1,1
n3_s01730_d0,MNAR_self,1,1,1
n3_s01865_d0,MNAR_self,1,1,1
n3_s01879_d0,MNAR_self,1,0,0
n3_s01922_d0,MNAR_other,1,1,1
n3_s01996_d0,MNAR_self,1,1,1
n3_s02057_d0,MNAR_other,1,1,1
n3_s02079_d0,MNAR_self,1,1,1
n3_s02101_d0,MNAR_self,1,1,1
n3_s02181_d0,MNAR_self,1,1,1
n3_s02243_d0,MNAR_self,1,1,1
n3_s02294_d0,MNAR_self,1,0,0
n3_s02317_d0,MNAR_self,1,1,1
n3_s02347_d0,MNAR_other,1,1,1
n3_s02397_d0,MNAR_self,1,0,0
n3_s02519_d0,MNAR_self,1,0,0
n3_s02533_d0,MNAR_self,1,1,1
n3_s02553_d0,MNAR_self,1,0,0
n3_s02577_d0,MNAR_self,1,1,1
n3_s02590_d0,MNAR_self,1,1,1
n3_s02623_d0,MNAR_self,1,1,1
n3_s02623_d0,MNAR_self,1,0,0
n3_s02648_d0,MNAR_self,1,0,0
n3_s02817_d0,MNAR_other,1,1,1
n3_s02872_d0,MNAR_self,1,0,0
n3_s03013_d0,MNAR_self,1,1,1
n3_s03069_d0,MNAR_self,1,0,0
n3_s03069_d0,MNAR_self,1,0,0
n3_s03098_d0,MNAR_self,1,1,1
n3_s03126_d0,MNAR_self,1,1,1
n3_s03206_d0,MNAR_self,1,1,1
n3_s03271_d0,MNAR_self,1,1,1
n3_s03314_d0,MNAR_self,1,0,0
n3_s03453_d0,MNAR_self,1,0,0
n3_s03520_d0,MNAR_self,1,0,0
n3_s03520_d0,MNAR_self,1,1,1
n3_s03536_d0,MNAR_self,1,0,0
n3_s03603_d0,MNAR_self,1,1,1
n3_s03634_d0,MNAR_self,1,1,1
n3_s03710_d0,MNAR_self,1,0,0
n3_s03838_d0,MNAR_self,1,0,0
n3_s03838_d0,MNAR_self,1,0,0
n3_s03855_d0,MNAR_self,1,0,0
n3_s03903_d0,MNAR_self,1,0,0
n3_s03903_d0,MNAR_self,1,0,0
n3_s03935_d0,MNAR_self,1,0,0
n3_s03935_d0,MNAR_self,1,0,0
n3_s04031_d0,MNAR_self,1,0,0
n3_s04031_d0,MNAR_self,1,0,0
n3_s04048_d0,MNAR_self,1,0,0
n3_s04066_d0,MNAR_self,1,0,0
n3_s04095_d0,MNAR_self,1,0,0
n3_s04095_d0,MNAR_self,1,0,0
named_mar_textbook_d1,MNAR_other,1,1,1
named_mnar_on_partial_cause_d0,MNAR_other,1,1,1
named_self_censor_v1_d2,MNAR_self,0,0,0
named_self_censor_v1_d2,MNAR_self,0,1,0
named_three_var_mixed_d1,MNAR_self,1,1,1
n4_r0030_d0,MNAR_self,1,1,1
n4_r0046_d0,MNAR_self,1,1,1
n4_r0062_d0,MNAR_self,1,0,0
n4_r0070_d0,MNAR_self,1,1,1
n4_r0078_d0,MNAR_self,1,1,1
n4_r0102_d0,MNAR_self,1,1,1
n4_r0118_d0,MNAR_self,1,1,1
n4_r0126_d0,MNAR_self,1,1,1
n4_r0150_d0,MNAR_self,1,0,0
n4_r0158_d0,MNAR_self,1,1,1
n3_s00385_d0,MNAR_other,1,1,1
n3_s00385_d0,MNAR_other,1,1,1
n3_s00407_d0,MNAR_self,1,1,1
n3_s00426_d0,MNAR_other,1,1,1
n3_s00426_d0,MNAR_other,1,1,1
n3_s00458_d0,MNAR_self,1,1,1
n3_s00488_d0,MNAR_self,1,1,1
n3_s00508_d0,MNAR_self,1,0,0
n3_s00508_d0,MNAR_self,1,0,0
n3_s00534_d0,MNAR_self,1,1,1
n3_s00558_d0,MNAR_self,1,1,1
n3_s00558_d0,MNAR_self,1,1,1
n3_s00582_d0,MNAR_self,1,1,1
n3_s00596_d0,MNAR_self,1,0,0
n3_s00613_d0,MNAR_self,1,1,1
